deliveryDate,OrderQuantity
2023-07-13,17
2024-07-24,17
2022-04-29,17
2024-10-15,21
2022-12-16,14
2022-03-07,22
2023-10-18,21
2022-06-08,15
2024-09-16,20
2024-08-08,18
2023-04-11,19
2024-05-21,20
2025-01-15,16
2022-03-07,24
2024-06-28,24
2022-09-01,23
2023-04-26,17
2022-04-01,18
2024-06-03,18
2024-02-07,22
2024-02-16,17
2023-04-12,23
2022-06-21,18
2022-09-26,16
2023-08-11,23
2023-11-10,20
2023-02-20,19
2023-12-19,18
2023-02-17,15
2023-08-04,19
2022-12-28,18
2022-10-20,18
2024-11-12,17
2022-11-14,15
2022-08-12,19
2025-01-23,18
2024-07-22,13
2024-07-08,18
2022-09-28,13
2024-07-23,15
2024-06-07,21
2024-04-23,13
2022-09-26,20
2023-09-25,20
2022-11-17,19
2024-07-15,19
2024-03-18,16
2024-02-12,21
2023-10-09,12
2022-04-14,17
2023-11-16,20
2022-06-22,21
2022-03-08,18
2024-02-12,17
2022-05-09,16
2024-01-29,17
2024-04-22,17
2023-04-12,21
2022-05-31,17
2022-10-18,18
2023-03-16,21
2022-02-15,15
2022-10-03,22
2024-09-06,18
2023-05-08,15
2024-05-27,17
2023-01-26,15
2024-06-11,12
2024-02-14,23
2024-12-03,17
2024-07-08,22
2022-12-19,19
2025-01-06,18
2023-02-07,21
2024-01-16,13
2023-01-24,21
2022-06-07,18
2023-10-05,11
2022-07-15,22
2024-09-02,18
2023-01-20,13
2023-12-26,17
2022-11-09,14
2022-10-21,17
2023-10-18,20
2023-08-07,17
2022-03-24,18
2024-03-19,17
2022-09-12,22
2024-02-16,15
2023-06-26,21
2022-09-01,17
2023-02-27,20
2023-05-10,12
2024-05-24,16
2024-12-04,18
2024-08-05,23
2024-04-19,18
2024-05-09,21
2024-07-12,16
2024-09-17,22
2024-10-11,22
2024-03-18,20
2023-09-14,17
2023-03-23,14
2022-11-30,19
2024-04-09,15
2023-05-25,18
2023-05-18,17
2023-06-26,18
2023-03-16,23
2023-08-22,18
2024-07-24,12
2022-05-09,15
2025-02-03,15
2024-01-04,18
2024-07-08,17
2024-10-16,21
2022-03-17,17
2024-03-20,18
2022-01-27,13
2023-01-04,15
2024-09-09,18
2022-03-18,20
2024-07-23,16
2023-08-29,23
2023-07-21,22
2022-09-16,21
2022-12-14,17
2023-06-01,15
2024-12-27,18
2024-03-18,22
2024-09-26,21
2022-08-01,20
2023-07-13,17
2023-02-17,16
2022-10-21,17
2022-06-22,15
2024-04-25,15
2022-12-19,18
2025-01-31,26
2022-12-07,17
2023-12-27,19
2022-09-12,16
2022-08-26,17
2022-06-13,17
2024-04-18,22
2022-07-20,20
2023-02-09,19
2024-06-10,17
2023-04-18,20
2023-08-07,17
2024-12-17,19
2023-02-01,18
2023-05-29,18
2022-08-19,18
2024-04-22,18
2022-11-28,13
2024-12-25,22
2023-08-11,21
2024-09-04,23
2024-02-28,19
2022-08-11,13
2024-08-27,18
2022-05-25,19
2023-12-14,19
2023-11-20,19
2023-06-13,20
2023-11-10,18
2022-02-24,24
2024-04-19,19
2022-12-15,18
2023-04-28,14
2024-05-16,17
2024-12-05,15
2023-06-20,15
2022-04-14,13
2023-12-22,17
2024-07-29,17
2024-01-31,18
2022-06-30,16
2023-10-26,19
2024-08-21,20
2024-07-23,25
2024-02-05,19
2022-05-30,23
2023-12-22,20
2023-10-12,21
2023-03-28,21
2024-08-19,22
2023-10-16,17
2024-02-01,17
2024-08-15,20
2024-07-03,18
2023-10-01,15
2023-01-20,21
2024-08-12,17
2023-12-12,20
2022-09-01,14
2024-07-18,16
2023-06-22,21
2022-05-20,17
2023-10-30,23
2022-11-15,18
2024-05-21,11
2022-05-17,26
2024-11-07,19
2023-11-16,15
2023-09-14,18
2023-09-06,21
2024-09-19,23
2023-01-31,23
2023-09-01,18
2022-12-20,17
2023-03-24,17
2023-02-03,17
2024-12-09,13
2023-12-27,12
2022-09-06,20
2022-07-25,12
2023-12-15,19
2022-12-08,17
2022-03-23,15
2022-10-13,16
2022-02-14,20
2023-08-16,24
2024-04-15,19
2022-04-29,18
2022-06-10,16
2024-09-17,19
2023-06-27,24
2022-05-05,19
2024-02-29,15
2023-08-02,18
2022-10-24,16
2022-05-18,15
2024-12-17,14
2023-02-13,15
2024-12-26,14
2024-09-05,24
2024-03-14,16
2023-02-28,18
2022-11-29,18
2024-03-06,16
2024-04-02,17
2022-07-14,23
2024-01-10,18
2022-04-26,18
2022-10-10,15
2024-04-26,20
2023-11-29,19
2024-10-10,17
2023-04-19,15
2024-08-01,19
2022-12-08,21
2023-11-02,22
2024-04-29,21
2022-06-07,15
2024-09-26,20
2023-08-29,18
2023-03-09,20
2024-11-29,13
2024-06-24,23
2023-12-12,18
2024-12-11,14
2024-10-17,20
2023-09-14,16
2024-04-24,17
2022-08-29,17
2022-04-02,21
2022-04-15,18
2023-12-05,16
2023-07-28,20
2023-04-03,14
2022-12-20,21
2023-12-07,10
2023-10-05,19
2024-03-01,15
2023-06-02,17
2023-04-26,19
2022-03-24,14
2023-01-21,13
2025-01-29,19
2024-05-06,18
2024-05-08,15
2023-09-11,13
2023-05-19,22
2022-04-13,18
2024-07-12,16
2022-12-16,18
2022-09-30,15
2023-11-20,20
2023-03-28,17
2023-10-13,14
2025-01-23,21
2022-02-25,18
2024-01-01,16
2023-11-14,16
2024-05-21,18
2024-01-18,16
2022-05-11,19
2022-08-10,20
2023-03-25,18
2024-03-09,19
2022-10-13,18
2024-11-19,15
2023-04-13,25
2024-01-18,20
2022-10-17,23
2023-03-02,20
2022-02-10,18
2022-11-24,19
2024-10-06,13
2024-10-25,15
2023-06-02,16
2024-09-24,21
2024-08-13,16
2024-07-15,19
2022-09-09,14
2024-03-15,16
2023-02-02,22
2023-05-24,15
2023-06-27,19
2023-08-09,16
2023-03-31,15
2022-07-08,17
2023-11-10,21
2022-07-21,22
2022-05-30,22
2022-04-25,17
2022-08-05,17
2024-02-20,18
2023-08-01,17
2023-04-20,23
2023-03-20,21
2024-08-10,17
2023-12-28,15
2024-02-13,13
2022-03-17,22
2022-08-24,16
2023-06-22,19
2022-04-22,17
2022-09-28,19
2024-12-18,16
2023-02-21,21
2023-04-28,23
2024-12-12,15
2025-01-07,20
2023-03-14,28
2024-04-26,18
2023-03-17,17
2024-07-10,15
2023-08-02,22
2024-09-19,16
2023-02-01,16
2024-11-15,22
2022-09-28,20
2022-12-05,17
2023-03-21,14
2023-07-24,15
2024-03-18,17
2024-02-26,21
2022-12-09,20
2023-10-27,21
2024-08-22,20
2024-03-15,21
2023-01-04,18
2022-12-14,17
2022-11-10,18
2024-05-24,22
2022-03-22,14
2024-01-17,15
2022-03-02,13
2024-11-26,17
2024-12-04,15
2024-06-06,13
2025-01-21,21
2022-06-23,19
2022-07-07,27
2023-06-06,14
2023-01-19,16
2022-07-05,20
2023-04-05,18
2023-12-06,15
2023-10-02,18
2024-01-26,15
2024-10-22,15
2023-06-26,18
2023-08-29,16
2023-09-06,15
2024-05-10,12
2022-12-09,13
2022-06-07,16
2022-11-08,19
2023-08-15,18
2023-11-29,17
2023-03-09,18
2024-06-12,19
2023-10-26,15
2022-03-03,23
2023-04-17,16
2022-02-15,21
2023-08-30,18
2023-10-19,13
2022-12-21,22
2022-04-12,21
2024-01-09,16
2022-05-05,16
2022-12-12,15
2024-11-12,15
2024-01-09,18
2023-12-27,15
2023-02-17,23
2025-01-29,18
2022-06-29,18
2022-06-20,14
2024-02-20,17
2024-09-17,13
2022-05-30,19
2024-08-23,19
2022-05-19,18
2022-06-13,16
2022-12-05,16
2024-08-08,18
2024-07-10,20
2023-12-28,17
2022-12-21,20
2023-06-12,22
2024-11-05,21
2023-12-21,18
2023-10-17,19
2023-10-30,21
2023-07-24,17
2023-07-31,17
2023-06-07,18
2024-08-05,17
2024-01-09,23
2022-07-14,13
2023-01-25,14
2022-11-10,20
2022-07-20,15
2023-12-06,15
2023-05-02,14
2025-01-02,18
2024-09-17,20
2022-09-27,18
2024-01-30,17
2023-03-10,17
2024-03-29,20
2022-12-22,19
2023-01-06,22
2023-04-04,14
2022-03-18,16
2023-07-25,16
2022-03-11,12
2025-01-14,20
2024-04-20,19
2023-12-14,18
2022-07-20,16
2024-11-26,24
2022-05-20,18
2022-11-22,14
2023-12-01,16
2024-01-15,16
2023-01-04,20
2023-03-06,17
2022-07-30,15
2023-10-26,17
2022-09-23,16
2023-11-23,16
2024-03-16,19
2022-06-16,17
2022-11-03,23
2024-08-30,16
2024-09-11,22
2024-05-06,20
2022-04-05,17
2024-07-22,20
2023-06-29,14
2023-02-12,17
2022-03-17,20
2022-11-02,14
2022-02-08,18
2022-07-27,19
2023-03-07,20
2022-07-25,19
2022-10-06,15
2023-11-20,19
2023-08-16,18
2023-01-13,21
2022-12-15,13
2023-11-16,12
2023-01-04,20
2023-07-31,22
2022-10-27,15
2023-01-19,14
2022-12-19,23
2023-11-29,17
2024-01-01,22
2023-02-10,22
2022-12-15,14
2023-08-16,16
2024-12-20,18
2023-07-22,23
2024-10-11,14
2024-09-23,19
2024-07-29,15
2023-11-24,19
2024-04-22,12
2022-04-13,13
2023-03-15,18
2022-12-16,19
2023-04-25,19
2023-08-25,18
2024-02-20,26
2023-03-16,15
2024-09-11,17
2023-11-09,17
2022-06-13,17
2022-04-22,21
2023-03-27,12
2023-04-12,21
2022-05-20,18
2023-05-11,20
2023-07-19,17
2022-08-23,12
2024-01-03,18
2023-11-08,17
2022-06-23,22
2023-04-27,20
2024-04-05,20
2023-11-06,16
2022-08-26,17
2023-10-03,18
2022-09-12,17
2023-11-16,21
2024-01-16,20
2023-01-24,23
2023-12-01,18
2023-09-20,16
2023-07-28,21
2024-12-09,23
2022-12-22,14
2022-02-01,21
2023-09-27,20
2023-06-02,14
2023-08-16,19
2022-06-10,26
2023-02-06,15
2024-07-31,20
2022-12-27,19
2024-03-07,22
2024-04-03,15
2022-11-22,16
2023-08-31,15
2023-08-24,14
2024-02-26,19
2024-05-27,21
2024-08-16,19
2022-11-28,21
2024-01-01,21
2024-09-23,23
2024-07-20,20
2023-01-18,12
2023-08-14,16
2022-10-13,16
2022-04-25,20
2024-10-14,18
2022-12-05,16
2024-11-18,19
2024-06-06,13
2024-01-25,14
2024-01-12,15
2024-07-19,19
2023-03-17,21
2022-05-19,21
2023-09-29,16
2022-07-05,22
2023-06-09,18
2022-12-21,16
2022-09-05,18
2022-04-15,19
2023-10-26,22
2022-10-01,17
2023-07-27,19
2024-07-03,21
2024-11-28,23
2023-05-15,18
2023-08-30,20
2023-02-22,21
2023-12-13,18
2022-11-04,15
2023-05-25,16
2022-12-13,21
2025-02-05,21
2024-01-25,18
2022-02-25,22
2023-11-23,19
2023-03-08,16
2023-01-17,16
2024-04-01,19
2023-03-21,12
2023-07-25,24
2023-01-26,19
2024-10-28,19
2024-05-06,23
2022-06-06,19
2025-01-08,18
2022-01-12,21
2022-03-16,20
2023-08-21,19
2024-12-11,11
2022-07-20,16
2022-08-31,16
2024-07-30,19
2023-05-09,15
2023-10-03,19
2025-01-16,19
2024-02-16,18
2023-10-17,18
2022-06-28,17
2023-12-19,16
2024-05-07,23
2022-06-30,14
2025-01-20,21
2024-06-04,20
2022-06-22,20
2023-04-30,21
2022-11-10,21
2023-11-06,21
2024-05-23,17
2023-06-02,16
2022-09-23,15
2023-04-11,14
2022-09-05,12
2025-01-17,20
2022-04-25,27
2022-06-16,17
2022-10-24,20
2023-03-24,14
2023-07-05,19
2023-08-08,16
2024-08-13,21
2024-12-26,16
2022-06-27,16
2023-12-07,18
2024-09-02,20
2024-09-25,16
2024-02-14,11
2023-05-01,17
2024-09-23,19
2023-08-08,17
2024-05-23,18
2024-08-16,24
2024-06-03,15
2024-05-13,21
2022-04-26,21
2022-06-09,16
2024-12-05,18
2022-04-11,11
2024-10-07,14
2023-04-12,22
2025-01-17,15
2023-05-31,16
2024-11-29,21
2022-05-30,16
2024-03-30,20
2023-02-27,19
2023-12-19,19
2024-05-17,19
2022-03-11,18
2023-10-05,18
2022-05-18,20
2023-02-07,12
2022-04-26,18
2022-05-24,21
2024-08-30,18
2023-09-25,22
2023-12-07,21
2022-07-29,22
2023-06-10,16
2024-12-03,12
2025-01-20,17
2024-06-04,18
2024-05-29,15
2024-12-20,14
2023-07-24,23
2022-09-26,19
2023-05-10,12
2024-05-27,10
2024-03-08,11
2022-11-08,15
2023-02-21,21
2022-03-04,16
2024-08-02,16
2024-11-20,19
2022-06-30,18
2022-09-08,20
2024-09-19,19
2024-08-08,25
2024-11-05,11
2022-08-29,19
2023-12-25,15
2024-07-15,18
2024-03-12,12
2023-09-20,20
2024-09-13,20
2024-12-18,16
2022-06-30,22
2023-06-08,23
2022-06-21,18
2024-05-31,19
2024-03-04,21
2024-02-21,16
2023-06-22,19
2023-12-15,15
2024-01-17,19
2024-11-04,18
2022-05-16,16
2023-11-24,17
2022-03-02,19
2024-04-22,21
2024-12-05,18
2022-08-19,14
2022-03-30,14
2024-08-28,21
2024-01-03,14
2024-12-31,20
2024-11-05,20
2023-01-31,13
2025-01-15,21
2024-05-27,14
2022-11-23,16
2022-12-26,15
2023-11-22,18
2024-01-16,23
2022-09-29,18
2022-12-13,18
2024-10-04,24
2022-04-12,19
2025-01-13,23
2022-04-22,21
2022-12-13,17
2022-09-19,16
2022-09-28,22
2023-02-27,22
2023-04-19,13
2024-10-02,21
2024-02-20,16
2022-04-27,19
2022-06-21,14
2023-06-05,18
2023-09-29,16
2023-05-04,18
2023-11-21,13
2023-07-26,21
2022-11-28,19
2022-08-09,19
2023-02-13,22
2022-09-14,21
2022-05-11,10
2024-04-08,17
2023-04-17,21
2024-12-16,10
2024-08-02,20
2023-06-09,22
2022-02-02,19
2022-09-30,18
2024-12-10,20
2023-04-17,21
2024-06-17,22
2024-04-08,14
2022-10-26,20
2022-09-05,21
2024-06-21,14
2022-08-16,22
2022-08-31,19
2024-01-09,21
2023-03-20,14
2024-07-09,16
2022-11-08,21
2023-01-22,15
2023-01-24,15
2022-06-08,18
2024-12-02,14
2022-10-05,23
2024-01-09,18
2024-06-13,21
2023-11-06,19
2022-11-08,19
2024-12-25,20
2022-08-09,13
2022-04-13,11
2022-09-14,15
2024-10-02,19
2024-04-10,21
2023-10-23,21
2024-12-07,14
2023-03-24,12
2024-08-01,16
2024-12-10,18
2022-11-03,26
2024-02-29,17
2022-11-29,19
2023-05-26,20
2022-07-27,16
2024-11-17,18
2024-05-22,12
2023-04-24,18
2024-10-02,15
2023-07-18,19
2024-12-03,17
2023-12-04,22
2023-09-18,20
2022-09-11,16
2024-11-01,20
2023-02-27,20
2022-06-04,17
2023-04-20,16
2024-09-30,13
2022-08-02,20
2024-07-01,20
2023-12-19,15
2024-12-03,14
2024-06-27,17
2022-03-22,16
2023-05-30,15
2022-12-08,22
2025-01-15,15
2022-10-17,13
2023-09-20,21
2023-11-20,20
2024-07-23,15
2022-06-15,17
2022-12-09,15
2023-11-28,19
2023-08-07,24
2023-02-28,20
2023-12-06,20
2024-12-04,16
2022-06-22,15
2022-04-11,21
2023-07-21,18
2023-01-18,21
2024-07-09,16
2022-04-05,18
2024-09-16,19
2022-04-05,21
2024-12-26,16
2025-01-31,17
2023-04-14,21
2024-01-11,19
2022-05-05,16
2022-10-05,18
2023-12-21,19
2024-11-24,13
2023-08-24,19
2024-09-24,27
2024-04-12,17
2022-06-01,19
2022-11-01,17
2022-07-05,16
2022-04-13,23
2024-05-23,18
2024-10-09,24
2022-08-03,17
2022-03-13,20
2023-11-16,16
2023-04-28,13
2022-08-23,19
2022-05-31,15
2024-07-26,21
2024-01-18,14
2023-10-04,17
2023-08-17,16
2024-02-26,19
2022-02-18,13
2022-12-07,22
2022-01-07,19
2024-07-19,19
2024-05-28,15
2023-11-21,14
2022-12-25,18
2024-04-01,20
2022-08-05,21
2024-05-28,18
2022-06-06,14
2024-11-28,18
2024-07-08,16
2023-08-15,19
2022-06-15,16
2024-01-29,19
2022-02-28,19
2023-10-19,16
2022-02-17,18
2024-02-06,19
2024-01-23,15
2024-05-02,20
2023-07-25,21
2024-01-04,19
2022-02-17,20
2022-06-24,23
2022-05-11,17
2022-04-06,14
2022-04-21,21
2022-04-01,15
2023-01-02,21
2023-03-08,18
2023-12-11,15
2024-12-27,18
2022-07-07,16
2022-12-15,20
2022-07-29,20
2024-11-25,17
2023-04-13,20
2022-04-21,15
2022-04-08,14
2024-02-26,19
2023-12-22,17
2024-12-26,21
2024-08-19,18
2024-06-14,20
2024-01-01,15
2022-06-07,18
2022-12-02,18
2024-12-30,19
2024-08-30,16
2024-01-12,20
2022-05-13,16
2024-06-07,19
2023-02-28,22
2023-04-17,16
2022-07-13,16
2023-10-09,16
2022-05-26,20
2023-04-28,14
2022-02-18,14
2023-11-01,20
2023-07-19,19
2023-09-01,19
2024-09-02,15
2022-08-10,21
2022-11-22,19
2024-09-26,20
2023-02-20,19
2023-11-24,17
2022-06-02,14
2023-01-11,13
2023-03-21,17
2023-10-13,15
2024-02-12,18
2022-07-08,16
2023-06-08,18
2022-09-30,18
2023-08-03,15
2023-08-07,14
2023-08-02,13
2024-01-25,20
2023-04-17,19
2022-10-07,21
2022-09-30,22
2024-10-04,14
2023-03-03,17
2024-10-31,17
2024-03-28,16
2022-12-20,15
2024-02-15,21
2024-04-05,16
2023-08-30,18
2024-08-05,21
2024-05-02,16
2022-08-26,12
2024-01-26,18
2024-03-27,16
2022-06-24,19
2023-12-22,20
2024-10-01,20
2024-01-23,19
2023-08-02,17
2023-03-31,22
2023-12-28,14
2022-07-06,18
2022-07-14,19
2024-05-30,22
2023-12-15,18
2022-10-03,17
2023-02-16,21
2022-07-08,17
2022-03-25,17
2024-02-20,11
2024-06-14,18
2024-08-05,19
2022-12-13,11
2022-05-31,19
2023-04-11,22
2022-04-13,20
2024-02-07,24
2023-02-10,17
2024-05-07,13
2022-11-17,18
2024-07-24,16
2023-03-03,21
2022-08-08,19
2024-11-26,17
2022-12-06,15
2024-11-14,16
2024-07-08,20
2022-05-09,14
2022-05-19,19
2022-06-30,20
2022-09-29,22
2023-10-12,17
2023-12-21,19
2022-03-01,23
2023-07-14,15
2024-07-16,16
2022-11-28,16
2023-01-30,18
2022-07-07,15
2024-12-13,18
2023-02-21,17
2022-12-29,17
2023-06-30,18
2023-01-04,12
2024-10-01,22
2024-09-16,15
2023-12-08,16
2023-06-13,20
2024-02-13,21
2023-04-10,17
2023-11-14,13
2022-08-18,21
2023-08-04,19
2022-10-31,17
2022-02-23,21
2024-07-09,21
2022-11-25,19
2023-01-12,21
2023-01-13,19
2022-07-05,22
2024-06-14,16
2023-07-07,20
2023-09-05,19
2023-07-05,20
2024-04-12,19
2022-09-09,19
2022-07-29,21
2024-08-14,23
2024-06-18,19
2024-05-27,14
2024-02-28,15
2022-07-13,17
2023-01-11,22
2024-10-11,19
2024-12-03,16
2024-11-12,18
2023-07-24,14
2023-01-23,17
2025-01-15,21
2022-07-08,19
2024-07-07,19
2024-04-17,19
2024-05-07,13
2022-04-12,13
2023-03-28,23
2023-05-04,18
2024-03-19,23
2022-09-02,20
2023-03-21,16
2024-03-20,16
2024-05-24,17
2022-05-02,18
2024-07-01,17
2022-12-06,19
2024-11-06,17
2024-02-01,19
2023-08-15,12
2023-04-17,14
2024-11-06,23
2023-05-08,16
2022-09-20,17
2023-05-04,21
2023-09-20,14
2023-08-23,17
2022-11-09,18
2022-07-14,20
2023-06-22,21
2024-03-14,16
2024-08-26,17
2022-07-01,18
2024-10-02,11
2023-05-15,21
2023-06-27,17
2022-02-14,15
2022-06-29,15
2023-05-25,16
2022-05-17,21
2024-03-18,18
2024-02-01,13
2022-04-11,17
2024-02-07,14
2023-03-31,16
2024-02-27,13
2024-02-16,12
2023-05-05,15
2023-04-27,17
2024-09-23,17
2022-04-01,19
2022-07-15,21
2023-10-26,22
2022-04-08,18
2024-11-18,18
2022-06-16,12
2025-01-06,21
2023-01-24,19
2024-03-26,12
2024-05-24,16
2023-10-23,13
2023-09-04,18
2022-02-24,16
2022-09-05,21
2022-12-29,18
2024-10-04,19
2022-12-28,15
2023-10-25,16
2023-04-17,18
2024-11-08,20
2022-10-05,18
2022-09-22,11
2023-05-16,16
2024-10-24,12
2022-06-07,19
2022-07-31,15
2024-06-12,19
2022-06-15,15
2022-08-02,19
2024-06-13,21
2023-09-19,17
2024-07-12,17
2024-08-07,15
2023-12-26,19
2023-11-21,22
2024-10-15,13
2024-05-10,18
2023-08-01,14
2023-05-18,20
2022-08-22,20
2023-10-20,16
2022-08-22,16
2023-06-29,16
2024-12-10,21
2023-12-12,24
2022-10-14,15
2024-03-08,21
2022-06-10,24
2023-02-20,16
2022-06-24,16
2022-07-22,18
2023-06-09,19
2024-02-19,15
2023-10-16,16
2022-09-07,20
2022-05-23,20
2023-12-06,19
2023-01-30,16
2024-08-19,22
2024-12-26,20
2023-04-21,18
2024-06-04,22
2023-09-14,15
2022-04-22,20
2023-08-31,19
2023-05-31,19
2024-07-05,16
2022-06-07,20
2025-01-20,23
2022-11-01,16
2024-07-12,17
2024-08-14,16
2023-11-06,14
2022-06-27,16
2024-01-18,16
2024-11-21,20
2023-08-08,18
2024-03-22,17
2022-06-07,13
2022-05-02,20
2023-05-29,19
2023-09-04,21
2022-11-02,23
2023-01-27,14
2023-03-17,16
2022-09-01,17
2022-03-01,18
2024-04-29,19
2024-08-21,23
2023-03-21,14
2023-05-09,18
2024-07-10,18
2023-11-03,23
2024-05-08,21
2022-08-17,20
2023-12-29,19
2024-08-26,18
2022-07-13,19
2024-12-14,21
2023-06-20,18
2024-08-14,14
2024-06-20,21
2024-08-16,19
2023-11-02,22
2023-07-25,16
2024-01-22,17
2023-05-22,14
2022-12-06,16
2023-11-10,14
2024-04-08,14
2023-10-10,18
2023-08-28,17
2022-02-16,21
2023-01-09,22
2022-12-07,12
2024-01-18,15
2023-04-07,16
2023-02-07,22
2024-03-28,14
2022-11-10,14
2024-09-02,16
2024-10-28,19
2023-12-30,27
2022-06-13,16
2022-08-12,15
2024-09-16,23
2024-02-08,15
2024-02-13,14
2022-09-27,22
2022-09-07,23
2025-01-16,17
2022-12-27,18
2022-03-10,15
2024-09-27,19
2023-05-25,21
2023-12-08,17
2022-06-23,18
2025-01-16,20
2023-03-21,15
2022-12-01,16
2023-10-19,25
2023-06-19,21
2024-03-18,19
2024-09-24,24
2023-09-12,23
2024-03-06,18
2022-08-24,21
2024-06-07,17
2023-11-17,17
2023-01-31,13
2023-07-18,20
2023-01-26,24
2024-05-17,15
2023-09-04,18
2024-02-02,19
2024-06-06,14
2024-07-04,17
2022-03-14,14
2024-09-03,24
2024-03-27,18
2024-07-25,16
2023-10-26,19
2024-09-26,22
2022-06-06,16
2024-11-25,23
2024-02-14,16
2024-03-25,15
2024-04-12,17
2024-05-27,15
2024-11-26,14
2024-01-17,20
2023-06-07,22
2024-10-01,19
2024-10-10,16
2023-02-13,18
2023-04-13,20
2022-06-06,15
2022-09-30,16
2022-06-27,16
2024-05-27,20
2023-02-07,17
2022-04-01,16
2022-09-20,20
2024-01-24,21
2024-01-18,22
2024-04-09,15
2023-02-28,23
2023-03-08,20
2024-03-20,17
2022-02-17,20
2024-01-02,16
2022-09-09,19
2024-04-26,18
2024-03-19,22
2023-12-19,20
2024-11-28,19
2024-10-26,21
2024-05-09,19
2022-06-07,21
2023-05-01,22
2023-05-29,21
2024-08-02,17
2024-04-11,17
2023-01-17,20
2024-02-22,20
2023-12-21,17
2022-12-07,18
2023-02-09,18
2024-04-08,17
2023-12-28,19
2023-05-04,18
2022-04-28,16
2023-03-28,18
2024-05-22,21
2024-03-18,16
2022-07-11,19
2023-07-13,21
2022-08-18,21
2023-10-26,16
2023-09-11,14
2023-02-17,15
2022-09-01,21
2023-01-20,15
2023-12-19,17
2024-03-19,22
2023-03-02,13
2024-11-22,20
2023-03-17,17
2022-06-19,17
2023-09-11,14
2023-03-14,18
2022-05-11,17
2023-07-24,20
2023-03-17,17
2023-05-23,18
2024-01-05,19
2024-04-10,20
2023-04-28,18
2022-10-06,14
2023-01-03,22
2024-04-25,17
2022-10-03,17
2022-08-08,16
2022-03-28,15
2022-08-15,19
2022-06-20,23
2023-10-10,20
2025-01-16,13
2023-03-10,21
2022-05-20,19
2022-06-03,19
2024-03-22,17
2023-12-11,16
2024-06-12,19
2023-03-07,23
2022-11-23,17
2022-08-02,18
2023-06-28,16
2025-01-16,18
2022-09-22,18
2022-10-11,19
2024-07-04,14
2022-02-16,16
2023-10-03,12
2022-07-12,18
2023-04-06,18
2023-07-12,16
2024-08-05,18
2024-11-08,18
2022-11-29,18
2024-12-11,17
2024-08-28,13
2022-08-14,22
2023-08-23,19
2023-05-10,21
2023-01-20,23
2024-04-02,19
2022-12-05,18
2023-06-22,18
2024-04-12,19
2023-09-01,20
2024-02-13,16
2025-01-28,20
2024-08-13,13
2023-06-07,15
2022-01-06,18
2024-03-13,14
2022-03-21,22
2022-04-20,18
2022-07-05,24
2023-06-29,11
2022-03-01,20
2024-02-09,17
2022-04-20,19
2022-12-05,17
2023-07-19,17
2024-02-13,16
2023-05-23,11
2023-11-13,21
2022-05-25,17
2022-10-25,17
2024-05-30,19
2022-08-26,18
2024-11-06,15
2022-11-24,18
2022-10-12,12
2022-10-19,16
2024-02-27,24
2023-02-16,17
2022-12-13,18
2024-11-18,19
2023-01-04,14
2023-09-11,19
2022-02-07,18
2022-03-15,19
2022-10-05,15
2022-05-09,23
2022-06-20,13
2022-12-14,14
2022-12-19,17
2023-05-02,20
2024-07-02,21
2023-10-26,14
2023-05-09,20
2023-02-01,23
2022-02-08,16
2024-06-10,23
2023-03-09,28
2024-05-16,19
2024-01-02,23
2023-07-12,18
2022-05-06,20
2025-01-15,20
2024-08-15,14
2023-03-01,22
2023-08-29,21
2023-01-23,18
2022-10-27,20
2022-10-07,18
2024-10-04,21
2024-01-23,20
2024-03-27,13
2024-10-30,16
2023-05-09,18
2024-06-20,16
2023-07-19,18
2023-02-03,16
2024-07-18,17
2022-06-12,15
2023-03-20,17
2023-12-04,14
2022-08-23,15
2025-01-07,21
2024-02-05,20
2022-05-10,21
2024-12-24,18
2022-07-08,19
2024-12-16,19
2022-12-07,17
2023-08-22,19
2023-08-18,17
2023-07-18,18
2023-11-10,16
2023-04-17,20
2022-11-22,18
2022-04-29,16
2022-12-16,21
2024-02-13,19
2022-03-31,25
2024-01-26,19
2022-10-07,20
2023-11-13,18
2024-06-07,22
2023-04-10,20
2022-05-17,22
2022-03-18,23
2023-10-05,19
2024-11-29,20
2023-04-28,20
2022-08-22,21
2024-07-09,18
2022-12-21,16
2022-02-03,18
2024-02-21,19
2022-08-29,18
2022-07-04,17
2024-08-11,13
2023-11-06,17
2024-07-21,13
2023-08-23,17
2024-06-27,20
2024-12-17,17
2022-12-06,18
2024-04-11,17
2022-03-18,17
2023-03-29,13
2022-08-10,18
2025-01-08,23
2023-07-06,21
2023-12-01,19
2024-01-22,22
2024-07-25,16
2023-11-03,12
2022-11-21,15
2024-02-02,18
2022-09-20,15
2024-01-23,18
2022-03-28,22
2023-05-18,19
2022-12-14,14
2022-05-10,20
2022-05-19,15
2023-01-30,23
2022-10-28,18
2022-05-31,21
2023-08-28,26
2022-05-12,21
2022-08-12,19
2022-05-23,18
2023-09-18,19
2024-09-05,20
2024-07-12,14
2025-01-01,16
2023-11-28,18
2022-09-29,23
2022-12-19,14
2024-08-07,21
2022-08-25,16
2024-08-01,19
2023-07-26,23
2024-01-26,14
2024-08-31,21
2022-10-18,25
2024-02-02,18
2022-02-07,14
2024-01-29,18
2024-08-01,14
2022-03-17,14
2023-01-25,17
2022-10-27,21
2024-09-18,21
2024-12-10,17
2022-02-16,17
2023-12-08,19
2023-10-20,17
2022-03-15,20
